,Ligand,Receptor,Pathway,Category
995,Hbegf,Erbb4,EGF,Secreted Signaling
996,Ereg,Egfr,EGF,Secreted Signaling
997,Ereg,Egfr,EGF,Secreted Signaling
998,Ereg,Erbb2,EGF,Secreted Signaling
999,Ereg,Erbb4,EGF,Secreted Signaling
1000,Ereg,Erbb2,EGF,Secreted Signaling
1001,Ereg,Erbb4,EGF,Secreted Signaling
1002,Nrg1,Erbb3,NRG,Secreted Signaling
1003,Nrg1,Erbb2,NRG,Secreted Signaling
1004,Nrg1,Erbb3,NRG,Secreted Signaling
1005,Nrg1,Erbb4,NRG,Secreted Signaling
1006,Nrg1,Erbb2,NRG,Secreted Signaling
1007,Nrg1,Erbb4,NRG,Secreted Signaling
1008,Nrg2,Erbb3,NRG,Secreted Signaling
1009,Nrg2,Erbb2,NRG,Secreted Signaling
1010,Nrg2,Erbb3,NRG,Secreted Signaling
1011,Nrg2,Erbb4,NRG,Secreted Signaling
1012,Nrg2,Erbb2,NRG,Secreted Signaling
1013,Nrg2,Erbb4,NRG,Secreted Signaling
1014,Nrg3,Erbb4,NRG,Secreted Signaling
1015,Nrg3,Erbb2,NRG,Secreted Signaling
1016,Nrg3,Erbb4,NRG,Secreted Signaling
1017,Nrg4,Erbb4,NRG,Secreted Signaling
1018,Nrg4,Erbb2,NRG,Secreted Signaling
1019,Nrg4,Erbb4,NRG,Secreted Signaling
1020,Nrg1,Itgav,NRG,Secreted Signaling
1021,Nrg1,Itgb3,NRG,Secreted Signaling
1022,Fgf1,Fgfr1,FGF,Secreted Signaling
1023,Fgf1,Fgfr2,FGF,Secreted Signaling
1024,Fgf1,Fgfr3,FGF,Secreted Signaling
1025,Fgf1,Fgfr4,FGF,Secreted Signaling
1026,Fgf2,Fgfr1,FGF,Secreted Signaling
1027,Fgf2,Fgfr2,FGF,Secreted Signaling
1028,Fgf2,Fgfr3,FGF,Secreted Signaling
1029,Fgf2,Fgfr4,FGF,Secreted Signaling
1030,Fgf4,Fgfr1,FGF,Secreted Signaling
1031,Fgf4,Fgfr2,FGF,Secreted Signaling
1032,Fgf4,Fgfr3,FGF,Secreted Signaling
1033,Fgf4,Fgfr4,FGF,Secreted Signaling
1034,Fgf5,Fgfr1,FGF,Secreted Signaling
1035,Fgf5,Fgfr2,FGF,Secreted Signaling
1036,Fgf5,Fgfr3,FGF,Secreted Signaling
1037,Fgf5,Fgfr4,FGF,Secreted Signaling
1038,Fgf6,Fgfr1,FGF,Secreted Signaling
1039,Fgf6,Fgfr2,FGF,Secreted Signaling
1040,Fgf6,Fgfr3,FGF,Secreted Signaling
1041,Fgf6,Fgfr4,FGF,Secreted Signaling
1042,Fgf7,Fgfr1,FGF,Secreted Signaling
1043,Fgf7,Fgfr2,FGF,Secreted Signaling
1044,Fgf3,Fgfr1,FGF,Secreted Signaling
1045,Fgf3,Fgfr2,FGF,Secreted Signaling
1046,Fgf10,Fgfr1,FGF,Secreted Signaling
1047,Fgf10,Fgfr2,FGF,Secreted Signaling
1048,Fgf22,Fgfr2,FGF,Secreted Signaling
1049,Fgf8,Fgfr1,FGF,Secreted Signaling
1050,Fgf8,Fgfr2,FGF,Secreted Signaling
1051,Fgf8,Fgfr3,FGF,Secreted Signaling
1052,Fgf8,Fgfr4,FGF,Secreted Signaling
1053,Fgf17,Fgfr1,FGF,Secreted Signaling
1054,Fgf17,Fgfr2,FGF,Secreted Signaling
1055,Fgf17,Fgfr3,FGF,Secreted Signaling
1056,Fgf17,Fgfr4,FGF,Secreted Signaling
1057,Fgf18,Fgfr1,FGF,Secreted Signaling
1058,Fgf18,Fgfr2,FGF,Secreted Signaling
1059,Fgf18,Fgfr3,FGF,Secreted Signaling
1060,Fgf18,Fgfr4,FGF,Secreted Signaling
1061,Fgf9,Fgfr1,FGF,Secreted Signaling
1062,Fgf9,Fgfr2,FGF,Secreted Signaling
1063,Fgf9,Fgfr3,FGF,Secreted Signaling
1064,Fgf9,Fgfr4,FGF,Secreted Signaling
1065,Fgf20,Fgfr1,FGF,Secreted Signaling
1066,Fgf20,Fgfr2,FGF,Secreted Signaling
1067,Fgf20,Fgfr3,FGF,Secreted Signaling
1068,Fgf20,Fgfr4,FGF,Secreted Signaling
1069,Fgf16,Fgfr1,FGF,Secreted Signaling
1070,Fgf16,Fgfr2,FGF,Secreted Signaling
1071,Fgf16,Fgfr3,FGF,Secreted Signaling
1072,Fgf16,Fgfr4,FGF,Secreted Signaling
1073,Fgf15,Fgfr1,FGF,Secreted Signaling
1074,Fgf15,Fgfr2,FGF,Secreted Signaling
1075,Fgf15,Fgfr3,FGF,Secreted Signaling
1076,Fgf15,Fgfr4,FGF,Secreted Signaling
1077,Fgf21,Fgfr1,FGF,Secreted Signaling
1078,Fgf21,Fgfr3,FGF,Secreted Signaling
1079,Fgf23,Fgfr1,FGF,Secreted Signaling
1080,Fgf23,Fgfr3,FGF,Secreted Signaling
1081,Fgf23,Fgfr4,FGF,Secreted Signaling
1082,Pdgfa,Pdgfra,PDGF,Secreted Signaling
1083,Pdgfa,Pdgfrb,PDGF,Secreted Signaling
1084,Pdgfb,Pdgfra,PDGF,Secreted Signaling
1085,Pdgfb,Pdgfrb,PDGF,Secreted Signaling
1086,Pdgfc,Pdgfra,PDGF,Secreted Signaling
1087,Pdgfd,Pdgfrb,PDGF,Secreted Signaling
1088,Vegfa,Flt1,VEGF,Secreted Signaling
1089,Vegfa,Kdr,VEGF,Secreted Signaling
1090,Vegfb,Flt1,VEGF,Secreted Signaling
1091,Vegfc,Flt4,VEGF,Secreted Signaling
1092,Vegfc,Kdr,VEGF,Secreted Signaling
1093,Vegfd,Flt4,VEGF,Secreted Signaling
1094,Vegfd,Kdr,VEGF,Secreted Signaling
1095,Pgf,Flt1,VEGF,Secreted Signaling
1096,Vegfa,Flt1,VEGF,Secreted Signaling
1097,Vegfa,Kdr,VEGF,Secreted Signaling
1098,Vegfc,Flt4,VEGF,Secreted Signaling
1099,Vegfc,Kdr,VEGF,Secreted Signaling
1100,Vegfd,Flt4,VEGF,Secreted Signaling
1101,Vegfd,Kdr,VEGF,Secreted Signaling
1102,Igf1,Igf1r,IGF,Secreted Signaling
1103,Igf2,Igf1r,IGF,Secreted Signaling
1104,Igf2,Igf2r,IGF,Secreted Signaling
1105,Igf1,Itgav,IGF,Secreted Signaling
1106,Igf1,Itgb3,IGF,Secreted Signaling
1107,Igf1,Itga6,IGF,Secreted Signaling
1108,Igf1,Itgb4,IGF,Secreted Signaling
1109,Igf2,Itgav,IGF,Secreted Signaling
1110,Igf2,Itgb3,IGF,Secreted Signaling
1111,Igf2,Itga6,IGF,Secreted Signaling
1112,Igf2,Itgb4,IGF,Secreted Signaling
1113,Igfl3,Igflr1,IGF,Secreted Signaling
1114,Ins1,Insr,INSULIN,Secreted Signaling
1115,Ins2,Insr,INSULIN,Secreted Signaling
1116,Apln,Aplnr,APELIN,Secreted Signaling
1117,Dhh,Ptch1,HH,Secreted Signaling
1118,Dhh,Smo,HH,Secreted Signaling
1119,Ihh,Ptch1,HH,Secreted Signaling
1120,Ihh,Smo,HH,Secreted Signaling
1121,Shh,Ptch1,HH,Secreted Signaling
1122,Shh,Smo,HH,Secreted Signaling
1123,Dhh,Ptch2,HH,Secreted Signaling
1124,Dhh,Smo,HH,Secreted Signaling
1125,Ihh,Ptch2,HH,Secreted Signaling
1126,Ihh,Smo,HH,Secreted Signaling
1127,Shh,Ptch2,HH,Secreted Signaling
1128,Shh,Smo,HH,Secreted Signaling
1129,Ccl5,Ccr1,CCL,Secreted Signaling
1130,Ccl3,Ccr1,CCL,Secreted Signaling
1131,Ccl8,Ccr1,CCL,Secreted Signaling
1132,Ccl9,Ccr1,CCL,Secreted Signaling
1133,Ccl6,Ccr1,CCL,Secreted Signaling
1134,Ccl7,Ccr1,CCL,Secreted Signaling
1135,Ccl5,Ccr1l1,CCL,Secreted Signaling
1136,Ccl3,Ccr1l1,CCL,Secreted Signaling
1137,Ccl8,Ccr1l1,CCL,Secreted Signaling
1138,Ccl9,Ccr1l1,CCL,Secreted Signaling
1139,Ccl6,Ccr1l1,CCL,Secreted Signaling
1140,Ccl7,Ccr1l1,CCL,Secreted Signaling
1141,Ccl8,Ccr2,CCL,Secreted Signaling
1142,Ccl6,Ccr2,CCL,Secreted Signaling
1143,Ccl7,Ccr2,CCL,Secreted Signaling
1144,Ccl2,Ccr2,CCL,Secreted Signaling
1145,Ccl12,Ccr2,CCL,Secreted Signaling
1146,Ccl27a,Ccr2,CCL,Secreted Signaling
1147,Ccl27b,Ccr2,CCL,Secreted Signaling
1148,Ccl5,Ccr3,CCL,Secreted Signaling
1149,Ccl6,Ccr3,CCL,Secreted Signaling
1150,Ccl7,Ccr3,CCL,Secreted Signaling
1151,Ccl11,Ccr3,CCL,Secreted Signaling
1152,Ccl24,Ccr3,CCL,Secreted Signaling
1153,Ccl26,Ccr3,CCL,Secreted Signaling
1154,Ccl28,Ccr3,CCL,Secreted Signaling
1155,Ccl27a,Ccr3,CCL,Secreted Signaling
1156,Ccl27b,Ccr3,CCL,Secreted Signaling
1157,Ccl17,Ccr4,CCL,Secreted Signaling
1158,Ccl22,Ccr4,CCL,Secreted Signaling
1159,Ccl5,Ccr4,CCL,Secreted Signaling
1160,Ccl4,Ccr5,CCL,Secreted Signaling
1161,Ccl5,Ccr5,CCL,Secreted Signaling
1162,Ccl3,Ccr5,CCL,Secreted Signaling
1163,Ccl8,Ccr5,CCL,Secreted Signaling
1164,Ccl20,Ccr6,CCL,Secreted Signaling
1165,Ccl19,Ccr7,CCL,Secreted Signaling
1166,Ccl21a,Ccr7,CCL,Secreted Signaling
1167,Ccl21b,Ccr7,CCL,Secreted Signaling
1168,Ccl21c,Ccr7,CCL,Secreted Signaling
1169,Ccl19,Ackr4,CCL,Secreted Signaling
1170,Ccl21a,Ackr4,CCL,Secreted Signaling
1171,Ccl21b,Ackr4,CCL,Secreted Signaling
1172,Ccl21c,Ackr4,CCL,Secreted Signaling
1173,Ccl1,Ccr8,CCL,Secreted Signaling
1174,Ccl25,Ccr9,CCL,Secreted Signaling
1175,Ccl25,Ackr4,CCL,Secreted Signaling
1176,Ccl28,Ccr10,CCL,Secreted Signaling
1177,Ccl27a,Ccr10,CCL,Secreted Signaling
1178,Ccl27b,Ccr10,CCL,Secreted Signaling
1179,Ccl1,Ackr4,CCL,Secreted Signaling
1180,Ccl8,Ackr4,CCL,Secreted Signaling
1181,Ccl1,Ackr1,CCL,Secreted Signaling
1182,Ccl2,Ackr1,CCL,Secreted Signaling
1183,Ccl2,Ackr2,CCL,Secreted Signaling
1184,Ccl3,Ackr2,CCL,Secreted Signaling
1185,Ccl4,Ackr2,CCL,Secreted Signaling
1186,Ccl5,Ackr1,CCL,Secreted Signaling
1187,Ccl5,Ackr2,CCL,Secreted Signaling
1188,Ccl7,Ackr1,CCL,Secreted Signaling
1189,Ccl8,Ackr1,CCL,Secreted Signaling
1190,Ccl11,Ackr1,CCL,Secreted Signaling
1191,Ccl11,Ackr2,CCL,Secreted Signaling
1192,Ccl22,Ackr2,CCL,Secreted Signaling
1193,Ccl24,Ackr2,CCL,Secreted Signaling
1194,Ccl26,Ackr2,CCL,Secreted Signaling
1195,Ccl17,Ackr1,CCL,Secreted Signaling
1196,Ccl17,Ackr2,CCL,Secreted Signaling
1197,Cxcl1,Cxcr1,CXCL,Secreted Signaling
1198,Cxcl5,Cxcr1,CXCL,Secreted Signaling
1199,Cxcl2,Cxcr1,CXCL,Secreted Signaling
1200,Cxcl3,Cxcr1,CXCL,Secreted Signaling
1201,Cxcl1,Cxcr2,CXCL,Secreted Signaling
1202,Cxcl5,Cxcr2,CXCL,Secreted Signaling
1203,Cxcl2,Cxcr2,CXCL,Secreted Signaling
1204,Cxcl3,Cxcr2,CXCL,Secreted Signaling
1205,Ppbp,Cxcr2,CXCL,Secreted Signaling
1206,Pf4,Cxcr3,CXCL,Secreted Signaling
1207,Cxcl9,Cxcr3,CXCL,Secreted Signaling
1208,Cxcl10,Cxcr3,CXCL,Secreted Signaling
1209,Cxcl11,Cxcr3,CXCL,Secreted Signaling
1210,Cxcl13,Cxcr3,CXCL,Secreted Signaling
1211,Pf4,Cxcr3,CXCL,Secreted Signaling
1212,Cxcl12,Cxcr4,CXCL,Secreted Signaling
1213,Cxcl12,Ackr3,CXCL,Secreted Signaling
1214,Cxcl13,Cxcr5,CXCL,Secreted Signaling
1215,Cxcl16,Cxcr6,CXCL,Secreted Signaling
1216,Cxcl1,Ackr1,CXCL,Secreted Signaling
1217,Cxcl2,Ackr1,CXCL,Secreted Signaling
1218,Cxcl3,Ackr1,CXCL,Secreted Signaling
1219,Cxcl5,Ackr1,CXCL,Secreted Signaling
1220,Cxcl9,Ackr1,CXCL,Secreted Signaling
1221,Cxcl10,Ackr1,CXCL,Secreted Signaling
1222,Cxcl11,Ackr1,CXCL,Secreted Signaling
1223,Cxcl11,Ackr3,CXCL,Secreted Signaling
1224,Cxcl13,Ackr1,CXCL,Secreted Signaling
1225,Mif,Cd74,MIF,Secreted Signaling
1226,Mif,Cxcr4,MIF,Secreted Signaling
1227,Mif,Cd74,MIF,Secreted Signaling
1228,Mif,Cd44,MIF,Secreted Signaling
1229,Mif,Cd74,MIF,Secreted Signaling
1230,Mif,Cxcr2,MIF,Secreted Signaling
1231,Mif,Ackr3,MIF,Secreted Signaling
1232,Cx3cl1,Cx3cr1,CX3C,Secreted Signaling
1233,Xcl1,Xcr1,XCR,Secreted Signaling
1234,Il2,Il2ra,IL2,Secreted Signaling
1235,Il2,Il2rb,IL2,Secreted Signaling
1236,Il2,Il2rg,IL2,Secreted Signaling
1237,Il2,Il2rb,IL2,Secreted Signaling
1238,Il2,Il2rg,IL2,Secreted Signaling
1239,Il4,Il4ra,IL2,Secreted Signaling
1240,Il4,Il2rg,IL2,Secreted Signaling
1241,Il7,Il7r,IL2,Secreted Signaling
1242,Il7,Il2rg,IL2,Secreted Signaling
1243,Il9,Il9r,IL2,Secreted Signaling
1244,Il9,Il2rg,IL2,Secreted Signaling
1245,Il15,Il15ra,IL2,Secreted Signaling
1246,Il15,Il2rb,IL2,Secreted Signaling
1247,Il15,Il2rg,IL2,Secreted Signaling
1248,Il21,Il21r,IL2,Secreted Signaling
1249,Il21,Il2rg,IL2,Secreted Signaling
1250,Tslp,Il7r,IL2,Secreted Signaling
1251,Tslp,Crlf2,IL2,Secreted Signaling
1252,Il3,Il3ra,IL4,Secreted Signaling
1253,Il3,Csf2rb,IL4,Secreted Signaling
1254,Il5,Il5ra,IL4,Secreted Signaling
1255,Il5,Csf2rb,IL4,Secreted Signaling
1256,Csf2,Csf2ra,IL4,Secreted Signaling
1257,Csf2,Csf2rb,IL4,Secreted Signaling
1258,Il4,Il4ra,IL4,Secreted Signaling
1259,Il4,Il4ra,IL4,Secreted Signaling
1260,Il4,Il13ra1,IL4,Secreted Signaling
1261,Il4,Il4ra,IL4,Secreted Signaling
1262,Il4,Il13ra2,IL4,Secreted Signaling
1263,Il13,Il4ra,IL4,Secreted Signaling
1264,Il13,Il13ra1,IL4,Secreted Signaling
1265,Il13,Il4ra,IL4,Secreted Signaling
1266,Il13,Il13ra2,IL4,Secreted Signaling
1267,Il13,Il13ra1,IL4,Secreted Signaling
1268,Il13,Il13ra2,IL4,Secreted Signaling
1269,Il6,Il6ra,IL6,Secreted Signaling
1270,Il6,Il6st,IL6,Secreted Signaling
1271,Il11,Il11ra1,IL6,Secreted Signaling
1272,Il11,Il6st,IL6,Secreted Signaling
1273,Il11,Il11ra2,IL6,Secreted Signaling
1274,Il11,Il6st,IL6,Secreted Signaling
1275,Il12a,Il12rb1,IL12,Secreted Signaling
1276,Il12a,Il12rb2,IL12,Secreted Signaling
1277,Il12b,Il12rb1,IL12,Secreted Signaling
1278,Il12b,Il12rb2,IL12,Secreted Signaling
1279,Il12b,Il23r,IL12,Secreted Signaling
1280,Il12b,Il12rb1,IL12,Secreted Signaling
1281,Il23a,Il23r,IL12,Secreted Signaling
1282,Il23a,Il12rb1,IL12,Secreted Signaling
1283,Il27,Il27ra,IL12,Secreted Signaling
1284,Il27,Il6st,IL12,Secreted Signaling
1285,Ebi3,Il27ra,IL12,Secreted Signaling
1286,Ebi3,Il6st,IL12,Secreted Signaling
1287,Il31,Il31ra,IL6,Secreted Signaling
1288,Il31,Osmr,IL6,Secreted Signaling
1289,Cntf,Cntfr,LIFR,Secreted Signaling
1290,Cntf,Lifr,LIFR,Secreted Signaling
1291,Cntf,Il6st,LIFR,Secreted Signaling
1292,Clcf1,Cntfr,LIFR,Secreted Signaling
1293,Clcf1,Lifr,LIFR,Secreted Signaling
1294,Clcf1,Il6st,LIFR,Secreted Signaling
1295,Ctf1,Lifr,LIFR,Secreted Signaling
1296,Ctf1,Il6st,LIFR,Secreted Signaling
1297,Lif,Lifr,LIFR,Secreted Signaling
1298,Lif,Il6st,LIFR,Secreted Signaling
1299,Osm,Lifr,OSM,Secreted Signaling
1300,Osm,Il6st,OSM,Secreted Signaling
1301,Osm,Osmr,OSM,Secreted Signaling
1302,Osm,Il6st,OSM,Secreted Signaling
1303,Il10,Il10ra,IL10,Secreted Signaling
1304,Il10,Il10rb,IL10,Secreted Signaling
1305,Il19,Il20ra,IL10,Secreted Signaling
1306,Il19,Il20rb,IL10,Secreted Signaling
1307,Il20,Il20ra,IL10,Secreted Signaling
1308,Il20,Il20rb,IL10,Secreted Signaling
1309,Il24,Il20ra,IL10,Secreted Signaling
1310,Il24,Il20rb,IL10,Secreted Signaling
1311,Il20,Il22ra1,IL10,Secreted Signaling
1312,Il20,Il20rb,IL10,Secreted Signaling
1313,Il24,Il22ra1,IL10,Secreted Signaling
1314,Il24,Il20rb,IL10,Secreted Signaling
1315,Il22,Il22ra1,IL10,Secreted Signaling
1316,Il22,Il10rb,IL10,Secreted Signaling
1317,Il1a,Il1r1,IL1,Secreted Signaling
1318,Il1a,Il1rap,IL1,Secreted Signaling
1319,Il1b,Il1r1,IL1,Secreted Signaling
1320,Il1b,Il1rap,IL1,Secreted Signaling
1321,Il1f5,Il1rl2,IL1,Secreted Signaling
1322,Il1f5,Il1rap,IL1,Secreted Signaling
1323,Il1f6,Il1rl2,IL1,Secreted Signaling
1324,Il1f6,Il1rap,IL1,Secreted Signaling
1325,Il1f8,Il1rl2,IL1,Secreted Signaling
1326,Il1f8,Il1rap,IL1,Secreted Signaling
1327,Il1f9,Il1rl2,IL1,Secreted Signaling
1328,Il1f9,Il1rap,IL1,Secreted Signaling
1329,Il1f10,Il1rl2,IL1,Secreted Signaling
1330,Il1f10,Il1rap,IL1,Secreted Signaling
1331,Il18,Il18r1,IL1,Secreted Signaling
1332,Il18,Il18rap,IL1,Secreted Signaling
1333,Il33,Il1rl1,IL1,Secreted Signaling
1334,Il33,Il1rap,IL1,Secreted Signaling
1335,Il17a,Il17ra,IL17,Secreted Signaling
1336,Il17a,Il17rc,IL17,Secreted Signaling
1337,Il17f,Il17ra,IL17,Secreted Signaling
1338,Il17f,Il17rc,IL17,Secreted Signaling
1339,Il17a,Il17ra,IL17,Secreted Signaling
1340,Il17a,Il17rc,IL17,Secreted Signaling
1341,Il17f,Il17ra,IL17,Secreted Signaling
1342,Il17f,Il17rc,IL17,Secreted Signaling
1343,Il17b,Il17rb,IL17,Secreted Signaling
1344,Il17c,Il17ra,IL17,Secreted Signaling
1345,Il17c,Il17re,IL17,Secreted Signaling
1346,Il25,Il17ra,IL17,Secreted Signaling
1347,Il25,Il17rb,IL17,Secreted Signaling
1348,Il34,Csf1r,CSF,Secreted Signaling
1349,Csf1,Csf1r,CSF,Secreted Signaling
1350,Il16,Cd4,IL16,Secreted Signaling
1351,Epo,Epor,EPO,Secreted Signaling
1352,Gh,Ghr,GH,Secreted Signaling
1353,Prl,Prlr,PRL,Secreted Signaling
1354,Thpo,Mpl,THPO,Secreted Signaling
1355,Csf3,Csf3r,CSF3,Secreted Signaling
1356,Ifna,Ifnar1,IFN-I,Secreted Signaling
1357,Ifna,Ifnar2,IFN-I,Secreted Signaling
1358,Ifnb1,Ifnar1,IFN-I,Secreted Signaling
1359,Ifnb1,Ifnar2,IFN-I,Secreted Signaling
1360,Ifnk,Ifnar1,IFN-I,Secreted Signaling
1361,Ifnk,Ifnar2,IFN-I,Secreted Signaling
1362,Ifne,Ifnar1,IFN-I,Secreted Signaling
1363,Ifne,Ifnar2,IFN-I,Secreted Signaling
1364,Ifna11,Ifnar1,IFN-I,Secreted Signaling
1365,Ifna11,Ifnar2,IFN-I,Secreted Signaling
1366,Ifna1,Ifnar1,IFN-I,Secreted Signaling
1367,Ifna1,Ifnar2,IFN-I,Secreted Signaling
1368,Ifna2,Ifnar1,IFN-I,Secreted Signaling
1369,Ifna2,Ifnar2,IFN-I,Secreted Signaling
1370,Ifna4,Ifnar1,IFN-I,Secreted Signaling
1371,Ifna4,Ifnar2,IFN-I,Secreted Signaling
1372,Ifna5,Ifnar1,IFN-I,Secreted Signaling
1373,Ifna5,Ifnar2,IFN-I,Secreted Signaling
1374,Ifna6,Ifnar1,IFN-I,Secreted Signaling
1375,Ifna6,Ifnar2,IFN-I,Secreted Signaling
1376,Ifna7,Ifnar1,IFN-I,Secreted Signaling
1377,Ifna7,Ifnar2,IFN-I,Secreted Signaling
1378,Ifna9,Ifnar1,IFN-I,Secreted Signaling
1379,Ifna9,Ifnar2,IFN-I,Secreted Signaling
1380,Ifnab,Ifnar1,IFN-I,Secreted Signaling
1381,Ifnab,Ifnar2,IFN-I,Secreted Signaling
1382,Ifna12,Ifnar1,IFN-I,Secreted Signaling
1383,Ifna12,Ifnar2,IFN-I,Secreted Signaling
1384,Ifna13,Ifnar1,IFN-I,Secreted Signaling
1385,Ifna13,Ifnar2,IFN-I,Secreted Signaling
1386,Ifna14,Ifnar1,IFN-I,Secreted Signaling
1387,Ifna14,Ifnar2,IFN-I,Secreted Signaling
1388,Ifna15,Ifnar1,IFN-I,Secreted Signaling
1389,Ifna15,Ifnar2,IFN-I,Secreted Signaling
1390,Ifng,Ifngr1,IFN-II,Secreted Signaling
1391,Ifng,Ifngr2,IFN-II,Secreted Signaling
1392,Ifnl2,Ifnlr1,IFN-lII,Secreted Signaling
1393,Ifnl2,Il10rb,IFN-lII,Secreted Signaling
1394,Ifnl3,Ifnlr1,IFN-lII,Secreted Signaling
1395,Ifnl3,Il10rb,IFN-lII,Secreted Signaling
1396,Tnf,Tnfrsf1a,TNF,Secreted Signaling
1397,Tnf,Tnfrsf1b,TNF,Secreted Signaling
1398,Lta,Tnfrsf1a,LT,Secreted Signaling
1399,Lta,Tnfrsf1b,LT,Secreted Signaling
1400,Lta,Tnfrsf14,LT,Secreted Signaling
1401,Lta,Ltbr,LT,Secreted Signaling
1402,Ltb,Ltbr,LT,Secreted Signaling
1403,Tnfsf14,Ltbr,LIGHT,Secreted Signaling
1404,Tnfsf14,Tnfrsf14,LIGHT,Secreted Signaling
1405,Fasl,Fas,FASLG,Secreted Signaling
1406,Tnfsf15,Tnfrsf25,VEGI,Secreted Signaling
1407,Tnfsf10,Tnfrsf10b,TRAIL,Secreted Signaling
1408,Eda,Edar,EDA,Secreted Signaling
1409,Eda,Eda2r,EDA,Secreted Signaling
1410,Ngf,Ngfr,NGF,Secreted Signaling
1411,Klk1b4,Ngfr,NGF,Secreted Signaling
1412,Tnfsf11,Tnfrsf11a,RANKL,Secreted Signaling
1413,Tnfsf11,Tnfrsf11b,RANKL,Secreted Signaling
1414,Tnfsf12,Tnfrsf12a,TWEAK,Secreted Signaling
1415,Cd70,Cd27,CD70,Secreted Signaling
1416,Tnfsf8,Tnfrsf8,CD30,Secreted Signaling
1417,Tnfsf9,Tnfrsf9,CD137,Secreted Signaling
1418,Tnfsf4,Tnfrsf4,OX40,Secreted Signaling
1419,Tnfsf18,Tnfrsf18,GITRL,Secreted Signaling
1420,Tnfsf13,Tnfrsf17,APRIL,Secreted Signaling
1421,Tnfsf13,Tnfrsf13b,APRIL,Secreted Signaling
1422,Tnfsf13b,Tnfrsf17,BAFF,Secreted Signaling
1423,Tnfsf13b,Tnfrsf13b,BAFF,Secreted Signaling
1424,Tnfsf13b,Tnfrsf13c,BAFF,Secreted Signaling
1425,Cd40lg,Itga2b,CD40,Secreted Signaling
1426,Cd40lg,Itgb3,CD40,Secreted Signaling
1427,Cd40lg,Itga5,CD40,Secreted Signaling
1428,Cd40lg,Itgb1,CD40,Secreted Signaling
1429,Cd40lg,Itgam,CD40,Secreted Signaling
1430,Cd40lg,Itgb2,CD40,Secreted Signaling
1431,Spp1,Cd44,SPP1,Secreted Signaling
1432,Spp1,Itgav,SPP1,Secreted Signaling
1433,Spp1,Itgb3,SPP1,Secreted Signaling
1434,Spp1,Itgav,SPP1,Secreted Signaling
1435,Spp1,Itgb1,SPP1,Secreted Signaling
1436,Spp1,Itgav,SPP1,Secreted Signaling
1437,Spp1,Itgb5,SPP1,Secreted Signaling
1438,Spp1,Itgav,SPP1,Secreted Signaling
1439,Spp1,Itgb6,SPP1,Secreted Signaling
1440,Spp1,Itga4,SPP1,Secreted Signaling
1441,Spp1,Itgb1,SPP1,Secreted Signaling
1442,Spp1,Itga9,SPP1,Secreted Signaling
1443,Spp1,Itgb1,SPP1,Secreted Signaling
1444,Spp1,Itga8,SPP1,Secreted Signaling
1445,Spp1,Itgb1,SPP1,Secreted Signaling
1446,Spp1,Itga5,SPP1,Secreted Signaling
1447,Spp1,Itgb1,SPP1,Secreted Signaling
1448,Adipoq,Adipor1,ADIPONECTIN,Secreted Signaling
1449,Adipoq,Adipor2,ADIPONECTIN,Secreted Signaling
1450,Retn,Tlr4,RESISTIN,Secreted Signaling
1451,Retn,Cap1,RESISTIN,Secreted Signaling
1452,Nampt,Insr,VISFATIN,Secreted Signaling
1453,Nampt,Itga5,VISFATIN,Secreted Signaling
1454,Nampt,Itgb1,VISFATIN,Secreted Signaling
1455,Angptl1,Itga1,ANGPTL,Secreted Signaling
1456,Angptl1,Itgb1,ANGPTL,Secreted Signaling
1457,Angptl2,Itga5,ANGPTL,Secreted Signaling
1458,Angptl2,Itgb1,ANGPTL,Secreted Signaling
1459,Angptl2,Tlr4,ANGPTL,Secreted Signaling
1460,Angptl2,Pirb,ANGPTL,Secreted Signaling
1461,Angptl1,Pirb,ANGPTL,Secreted Signaling
1462,Angptl7,Pirb,ANGPTL,Secreted Signaling
1463,Angptl4,Itga5,ANGPTL,Secreted Signaling
1464,Angptl4,Itgb1,ANGPTL,Secreted Signaling
1465,Angptl4,Itgav,ANGPTL,Secreted Signaling
1466,Angptl4,Itgb3,ANGPTL,Secreted Signaling
1467,Angptl4,Cdh5,ANGPTL,Secreted Signaling
1468,Angptl4,Cdh11,ANGPTL,Secreted Signaling
1469,Angptl4,Sdc1,ANGPTL,Secreted Signaling
1470,Angptl4,Sdc2,ANGPTL,Secreted Signaling
1471,Angptl4,Sdc3,ANGPTL,Secreted Signaling
1472,Angptl4,Sdc4,ANGPTL,Secreted Signaling
1473,Angptl3,Itgav,ANGPTL,Secreted Signaling
1474,Angptl3,Itgb3,ANGPTL,Secreted Signaling
1475,Angpt1,Tek,ANGPT,Secreted Signaling
1476,Angpt2,Tek,ANGPT,Secreted Signaling
1477,Angpt2,Itga5,ANGPT,Secreted Signaling
1478,Angpt2,Itgb1,ANGPT,Secreted Signaling
1479,Mdk,Sdc1,MK,Secreted Signaling
1480,Mdk,Sdc2,MK,Secreted Signaling
1481,Mdk,Sdc4,MK,Secreted Signaling
1482,Mdk,Ptprz1,MK,Secreted Signaling
1483,Mdk,Itga4,MK,Secreted Signaling
1484,Mdk,Itgb1,MK,Secreted Signaling
1485,Mdk,Itga6,MK,Secreted Signaling
1486,Mdk,Itgb1,MK,Secreted Signaling
